초등학교
영도초등학교 행정실
지진옥외대피장소 영도초등학교
영도초등학교
영도초등학교 어린이집
지진실내구호소 영도초등학교
영도초등학교 교무실
지진옥외대피장소 대교초등학교
영도초등학교동문회
대교초등학교 교무실
대교초등학교
신선초등학교총동창회
대평초등학교
대평초등학교 교무실
지진옥외대피장소 대평초등학교
영도 남항초등학교 전기차충전소
남항초등학교
남항초등학교 급식실
신선초등학교 교무실
신선초등학교 행정실
신선초등학교
남항초등학교 다목적강당
지진옥외대피장소 신선초등학교
봉학초등학교 병설유치원
봉학초등학교 교장실
봉학초등학교
봉학초등학교 행정실
봉학초등학교 교무실
지진옥외대피장소 봉학초등학교
지진옥외대피장소 청학초등학교
청학초등학교
청학초등학교 공영주차장
