공원
수정가로공원
좌천범일어린이공원
증산공원 족구장
좌천더숲어린이공원
증산공원 운동장
증산공원 화장실2
증산공원
범일배수지공원
범일배수지공원 출입구
증산공원 휴게소
증산공원 게이트볼장
증산공원 화장실
증산공원 경비실
증산공원 관리사무소
지진옥외대피장소 쌈지공원
고지대그린테마공원
수정동 우리동네 방재공원
동구체육공원 공영주차장
수정산가족체육공원 공영주차장
동구체육공원 공영주차장 전기차충전소
수정산 배수지
수정산가족체육공원 배드민턴장
지진옥외대피장소 수정산가족 체육공원
수정산가족체육공원
수정공원상로 제1노상공영주차장
수정공원상로 제1노상주차장 전기차충전소
수정산가족체육공원 풋살장
범일동산 산림공원
부산진성공원
만리산체육공원
