경찰서
자성대파출소
좌천파출소
문현4치안센터
문현지구대
범일1동청년회방범초소
범천1파출소
좌천4치안센터
문현2치안센터
범곡파출소
서면지구대
좌천동방범초소
부산동부경찰서 전기차충전소
부산동부경찰서
