초등학교
지진옥외대피장소 가산초등학교
부산가산초등학교
부산가산초등학교 교무실
부산가산초등학교 행정실
가야초등학교 급식실
가야초등학교 교장실
가야초등학교 휴게실
가야초등학교 행정실
가야초등학교
가야초등학교 교무실
지진옥외대피장소 가평초등학교
가평초등학교 행정실
가평초등학교
가야초등학교 전기차충전소
주원초등학교 행정실
주원초등학교
지진옥외대피장소 주원초등학교
쏘카존 개포초등학교 옆
지진옥외대피장소 개포초등학교
개포 초등학교 자연학습장
개포초등학교
개포초등학교 병설유치원
지진실내구호소 개포초등학교
개금초등학교 꿈누리관
주례초등학교 공영주차장
개금초등학교 교무실
개금초등학교
지진옥외대피장소 개금초등학교
지진실내구호소 개금초등학교
지진옥외대피장소 주례초등학교
가남초등학교
주례초등학교
주례초등학교 병설유치원
지진옥외대피장소 당평초등학교
당평초등학교 병설유치원
지진실내구호소 당평초등학교
당평초등어린이집
당평초등학교
개화초등학교 교무실
지진옥외대피장소 개화초등학교
지진실내구호소 개화초등학교
개화초등학교
개화초등학교 행정실
